src_id,dst_type,dst_id,visible,visible_any_vertex,distance_m,eye_z,tgt_z
id18002,building,160,True,True,22.525262820434442,112.132,110.269
id18002,building,161,False,True,21.55738790295004,112.132,114.291
id18002,building,162,False,True,21.4338292945389,112.132,111.608
id18002,building,163,True,True,21.864301987294706,112.132,111.044
id18002,building,164,True,True,22.758846673882974,112.132,109.701
id18002,building,166,False,False,31.74680425123034,112.132,119.288
id18002,building,168,False,False,36.09907076014222,112.132,118.562
id18002,building,174,False,False,12.772217430813955,112.132,116.486
id18002,building,175,False,True,18.33673585855145,112.132,117.494
id18002,building,181,True,True,29.63209187361415,112.132,116.531
id18002,building,182,False,False,22.852833845913967,112.132,116.706
id18002,building,186,False,False,32.274998135077134,112.132,116.246
id18002,building,187,False,False,30.522047843692757,112.132,114.637
id18002,building,189,False,False,35.880025056098944,112.132,113.456
id18002,building,191,False,False,34.62760881069734,112.132,115.416
id18002,building,192,False,False,39.19983735752149,112.132,115.221
id18002,building,196,False,False,50.105143324049756,112.132,108.584
id18002,building,195,False,False,47.840975512936986,112.132,110.078
id18002,building,193,False,False,41.238600481060395,112.132,111.907
id18002,building,201,False,False,79.9052704843451,112.132,106.335
id18002,building,224,False,False,76.6364201307538,112.132,108.845
id18002,building,222,False,False,71.2333897413373,112.132,108.949
id18002,building,225,False,False,60.073255453918264,112.132,110.803
id18002,building,227,False,False,64.01256646212435,112.132,108.334
